study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJDB4107	SAMD00038891	DRX043379	DRR048091	447426	human oral metagenome	3693793ce068f4ee6cc0ae4a577bdd05	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048091/DRR048091.fastq.gz	SAMD00038891
PRJDB4107	SAMD00038895	DRX043383	DRR048095	447426	human oral metagenome	77bdcaa262f05802d39ca991b2f13651	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048095/DRR048095.fastq.gz	SAMD00038895
PRJDB4107	SAMD00037566	DRX042788	DRR047500	447426	human oral metagenome	3a0b90955748a4841293e79c3a905ca9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047500/DRR047500.fastq.gz	SAMD00037566
PRJDB4107	SAMD00038897	DRX043385	DRR048097	447426	human oral metagenome	f9176fd7a45ff9cc75bb43f9c829242e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048097/DRR048097.fastq.gz	SAMD00038897
PRJDB4107	SAMD00038899	DRX043387	DRR048099	447426	human oral metagenome	0f04aa21ac777f8e5e1b5ab1a424c67a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048099/DRR048099.fastq.gz	SAMD00038899
PRJDB4107	SAMD00037567	DRX042789	DRR047501	447426	human oral metagenome	5f1a5811703953636ffe4bb2c5f26ca3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047501/DRR047501.fastq.gz	SAMD00037567
PRJDB4107	SAMD00038900	DRX043388	DRR048100	447426	human oral metagenome	b3d1d1b4b53a651f4e8ad29e0d30bb54	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048100/DRR048100.fastq.gz	SAMD00038900
PRJDB4107	SAMD00038901	DRX043389	DRR048101	447426	human oral metagenome	71a601da3c3f1c2b950d6814c1688b9d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048101/DRR048101.fastq.gz	SAMD00038901
PRJDB4107	SAMD00038903	DRX043391	DRR048103	447426	human oral metagenome	122be926c104d930b4524815b2e89138	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048103/DRR048103.fastq.gz	SAMD00038903
PRJDB4107	SAMD00037569	DRX042791	DRR047503	447426	human oral metagenome	a3cb12c9466117d8528567c29d034a7c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047503/DRR047503.fastq.gz	SAMD00037569
PRJDB4107	SAMD00038905	DRX043393	DRR048105	447426	human oral metagenome	d5687546c4cea5a28540a956a6d99a4a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048105/DRR048105.fastq.gz	SAMD00038905
PRJDB4107	SAMD00037571	DRX042793	DRR047505	447426	human oral metagenome	e2ccd0c8f03ec7e3d1c2c2b96547b7bb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047505/DRR047505.fastq.gz	SAMD00037571
PRJDB4107	SAMD00038906	DRX043394	DRR048106	447426	human oral metagenome	470346c528504882bc2aeb5d78cc9992	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048106/DRR048106.fastq.gz	SAMD00038906
PRJDB4107	SAMD00037573	DRX042795	DRR047507	447426	human oral metagenome	7180a9f226f026a8c4ff9d20fc9dd918	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047507/DRR047507.fastq.gz	SAMD00037573
PRJDB4107	SAMD00038909	DRX043397	DRR048109	447426	human oral metagenome	03ad8068882fa9d6cd544a405771af2a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048109/DRR048109.fastq.gz	SAMD00038909
PRJDB4107	SAMD00037578	DRX042800	DRR047512	447426	human oral metagenome	af9c2542be4e92af6e5a803d0e7e877c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047512/DRR047512.fastq.gz	SAMD00037578
PRJDB4107	SAMD00038911	DRX043399	DRR048111	447426	human oral metagenome	1a1bd5794fe226d1560f4897a31141f9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048111/DRR048111.fastq.gz	SAMD00038911
PRJDB4107	SAMD00037580	DRX042802	DRR047514	447426	human oral metagenome	ab3eea090fb6de7362810f4d5344126d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047514/DRR047514.fastq.gz	SAMD00037580
PRJDB4107	SAMD00038914	DRX043402	DRR048114	447426	human oral metagenome	4628cc5b62cc8d5b8e18795b9aaf80f7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048114/DRR048114.fastq.gz	SAMD00038914
PRJDB4107	SAMD00038916	DRX043404	DRR048116	447426	human oral metagenome	65a7e47d30493d67dd32d1e16dfcd29f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048116/DRR048116.fastq.gz	SAMD00038916
PRJDB4107	SAMD00037581	DRX042803	DRR047515	447426	human oral metagenome	567f14aee3bc306dbf8b67360c9f1b29	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047515/DRR047515.fastq.gz	SAMD00037581
PRJDB4107	SAMD00037590	DRX042812	DRR047524	447426	human oral metagenome	c947106a037143709f0f59f22e709549	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047524/DRR047524.fastq.gz	SAMD00037590
PRJDB4107	SAMD00038918	DRX043406	DRR048118	447426	human oral metagenome	fc1e3e069c65eccf90ad31a7d47eebe6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048118/DRR048118.fastq.gz	SAMD00038918
PRJDB4107	SAMD00038920	DRX043408	DRR048120	447426	human oral metagenome	1814d5fa32aeea72901f6d0a3f14db4a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048120/DRR048120.fastq.gz	SAMD00038920
PRJDB4107	SAMD00037593	DRX042815	DRR047527	447426	human oral metagenome	96942276771e1f2533d8d5b2ba204d6f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047527/DRR047527.fastq.gz	SAMD00037593
PRJDB4107	SAMD00038921	DRX043409	DRR048121	447426	human oral metagenome	dd45109dbfec93ed8f4734d9cf6f97a3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048121/DRR048121.fastq.gz	SAMD00038921
PRJDB4107	SAMD00037596	DRX042818	DRR047530	447426	human oral metagenome	499d4020f21ef1585030e198db0a6cb1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047530/DRR047530.fastq.gz	SAMD00037596
PRJDB4107	SAMD00038927	DRX043415	DRR048127	447426	human oral metagenome	ccadf0df9bac173bfb136a0287cdda7d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048127/DRR048127.fastq.gz	SAMD00038927
PRJDB4107	SAMD00037600	DRX042822	DRR047534	447426	human oral metagenome	c0a232d48e9fae94073093efada8809a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047534/DRR047534.fastq.gz	SAMD00037600
PRJDB4107	SAMD00038928	DRX043416	DRR048128	447426	human oral metagenome	53d73a754caf96a09caf2ab157b13a1e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048128/DRR048128.fastq.gz	SAMD00038928
PRJDB4107	SAMD00037601	DRX042823	DRR047535	447426	human oral metagenome	c7bffeabe82e921473af74bffbb903f4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047535/DRR047535.fastq.gz	SAMD00037601
PRJDB4107	SAMD00038929	DRX043417	DRR048129	447426	human oral metagenome	d7ebae0a4dd931c1afa85a47508a8269	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048129/DRR048129.fastq.gz	SAMD00038929
PRJDB4107	SAMD00037602	DRX042824	DRR047536	447426	human oral metagenome	70f14da3ee9eb4af7525c88d08a34fb3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047536/DRR047536.fastq.gz	SAMD00037602
PRJDB4107	SAMD00038938	DRX043426	DRR048138	447426	human oral metagenome	d666868ceed59effd3963b87fc079ea8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048138/DRR048138.fastq.gz	SAMD00038938
PRJDB4107	SAMD00037605	DRX042827	DRR047539	447426	human oral metagenome	bc059b2599ca1d9c464338b51ad5c3b9	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047539/DRR047539.fastq.gz	SAMD00037605
PRJDB4107	SAMD00038945	DRX043433	DRR048145	447426	human oral metagenome	7a5dd884dcc3591bc8336fd68dc12c70	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048145/DRR048145.fastq.gz	SAMD00038945
PRJDB4107	SAMD00037608	DRX042830	DRR047542	447426	human oral metagenome	f6290713e170281959510a2229f7fd32	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047542/DRR047542.fastq.gz	SAMD00037608
PRJDB4107	SAMD00038949	DRX043437	DRR048149	447426	human oral metagenome	5e939e6237f3bc2cd5a6cfbb4d9439b2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048149/DRR048149.fastq.gz	SAMD00038949
PRJDB4107	SAMD00037611	DRX042833	DRR047545	447426	human oral metagenome	45c18a4cf64e484b5594fcf71c35a731	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047545/DRR047545.fastq.gz	SAMD00037611
PRJDB4107	SAMD00038950	DRX043438	DRR048150	447426	human oral metagenome	410984762bd9a73cfd377fd7091d8ba5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048150/DRR048150.fastq.gz	SAMD00038950
PRJDB4107	SAMD00037616	DRX042838	DRR047550	447426	human oral metagenome	da48959a398af0c0f6c46d5a6b2232cc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047550/DRR047550.fastq.gz	SAMD00037616
PRJDB4107	SAMD00038956	DRX043444	DRR048156	447426	human oral metagenome	587e9f8dce18a55712ecf5c54ad2713d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048156/DRR048156.fastq.gz	SAMD00038956
PRJDB4107	SAMD00037617	DRX042839	DRR047551	447426	human oral metagenome	441997820dd01fa9a45db85fd82e8d30	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047551/DRR047551.fastq.gz	SAMD00037617
PRJDB4107	SAMD00038958	DRX043446	DRR048158	447426	human oral metagenome	8b9cdeb23c18821b033636069b94e37e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048158/DRR048158.fastq.gz	SAMD00038958
PRJDB4107	SAMD00037618	DRX042840	DRR047552	447426	human oral metagenome	659e59bda5e8b7df6c5cb0ba09635a18	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047552/DRR047552.fastq.gz	SAMD00037618
PRJDB4107	SAMD00038961	DRX043449	DRR048161	447426	human oral metagenome	85c1477ca4348394198fa035d1aa5b25	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048161/DRR048161.fastq.gz	SAMD00038961
PRJDB4107	SAMD00037621	DRX042843	DRR047555	447426	human oral metagenome	56b6fdf1f75c8833560539da243fd50a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047555/DRR047555.fastq.gz	SAMD00037621
PRJDB4107	SAMD00038962	DRX043450	DRR048162	447426	human oral metagenome	5c8fad80d62ccfd4b18980112a50f393	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048162/DRR048162.fastq.gz	SAMD00038962
PRJDB4107	SAMD00037622	DRX042844	DRR047556	447426	human oral metagenome	6c0686749c1215518ca24d5b7b69475c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047556/DRR047556.fastq.gz	SAMD00037622
PRJDB4107	SAMD00038964	DRX043452	DRR048164	447426	human oral metagenome	8e09419417e5d90537119a51b21fef73	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048164/DRR048164.fastq.gz	SAMD00038964
PRJDB4107	SAMD00037630	DRX042852	DRR047564	447426	human oral metagenome	e39cacea47351642306b6036aec6d062	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047564/DRR047564.fastq.gz	SAMD00037630
PRJDB4107	SAMD00038967	DRX043455	DRR048167	447426	human oral metagenome	2be8d0d042c8544d75794b483ea3276d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048167/DRR048167.fastq.gz	SAMD00038967
PRJDB4107	SAMD00037631	DRX042853	DRR047565	447426	human oral metagenome	dd0b50e7d103a2734df5b326e9daa618	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047565/DRR047565.fastq.gz	SAMD00037631
PRJDB4107	SAMD00038968	DRX043456	DRR048168	447426	human oral metagenome	44e838b4f6351a37efee2683315c2426	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048168/DRR048168.fastq.gz	SAMD00038968
PRJDB4107	SAMD00037633	DRX042855	DRR047567	447426	human oral metagenome	45b22f235a31d60587e80df6ed1f8c8a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047567/DRR047567.fastq.gz	SAMD00037633
PRJDB4107	SAMD00038969	DRX043457	DRR048169	447426	human oral metagenome	4e48f944d92c97bc0dbc9eac57bcb989	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048169/DRR048169.fastq.gz	SAMD00038969
PRJDB4107	SAMD00037636	DRX042858	DRR047570	447426	human oral metagenome	64877dffd1d838ff3aa10c5a70539b22	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047570/DRR047570.fastq.gz	SAMD00037636
PRJDB4107	SAMD00038970	DRX043458	DRR048170	447426	human oral metagenome	ca806b4e88280455c04f895f8ff3af70	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048170/DRR048170.fastq.gz	SAMD00038970
PRJDB4107	SAMD00037639	DRX042861	DRR047573	447426	human oral metagenome	e308269e76c4983d47dbd2496bbe6595	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047573/DRR047573.fastq.gz	SAMD00037639
PRJDB4107	SAMD00037641	DRX042863	DRR047575	447426	human oral metagenome	a5effd8bff9bb55ac819d191c8676f91	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047575/DRR047575.fastq.gz	SAMD00037641
PRJDB4107	SAMD00037646	DRX042868	DRR047580	447426	human oral metagenome	3dad4d3c8feeffb354b1556521df47d4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047580/DRR047580.fastq.gz	SAMD00037646
PRJDB4107	SAMD00038982	DRX043470	DRR048182	447426	human oral metagenome	77b5efad0abf8d1a021cfef78b3b9dfa	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048182/DRR048182.fastq.gz	SAMD00038982
PRJDB4107	SAMD00038983	DRX043471	DRR048183	447426	human oral metagenome	e7a14cbc39ded6ad8e26e6e7cd482a77	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048183/DRR048183.fastq.gz	SAMD00038983
PRJDB4107	SAMD00038997	DRX043485	DRR048197	447426	human oral metagenome	fb4a88df02a553a97fa37a263f06b895	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048197/DRR048197.fastq.gz	SAMD00038997
PRJDB4107	SAMD00038998	DRX043486	DRR048198	447426	human oral metagenome	2b5c108f2ea0a73bc50170311fc3f43f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048198/DRR048198.fastq.gz	SAMD00038998
PRJDB4107	SAMD00039001	DRX043489	DRR048201	447426	human oral metagenome	09d971428d63cbcb7d8ba1ae1a615f52	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048201/DRR048201.fastq.gz	SAMD00039001
PRJDB4107	SAMD00037649	DRX042871	DRR047583	447426	human oral metagenome	6aa8ef30a5bd6f1bd4a1d034ee4a433f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047583/DRR047583.fastq.gz	SAMD00037649
PRJDB4107	SAMD00039003	DRX043491	DRR048203	447426	human oral metagenome	253e4b97d51cbe13b306d02bff37887e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048203/DRR048203.fastq.gz	SAMD00039003
PRJDB4107	SAMD00037650	DRX042872	DRR047584	447426	human oral metagenome	c163333993f54fa51a71c7a8395f9ba2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047584/DRR047584.fastq.gz	SAMD00037650
PRJDB4107	SAMD00039013	DRX043501	DRR048213	447426	human oral metagenome	9a917041f81d891b463cabbf5e2a47de	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048213/DRR048213.fastq.gz	SAMD00039013
PRJDB4107	SAMD00039014	DRX043502	DRR048214	447426	human oral metagenome	cca4cd879c1c3989e75d3ab565b3869e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048214/DRR048214.fastq.gz	SAMD00039014
PRJDB4107	SAMD00037653	DRX042875	DRR047587	447426	human oral metagenome	ac294a911bcaeca6f95cd31c65c5a81b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047587/DRR047587.fastq.gz	SAMD00037653
PRJDB4107	SAMD00037654	DRX042876	DRR047588	447426	human oral metagenome	94ace1dfbd23be9af770d0ca8ad20b00	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047588/DRR047588.fastq.gz	SAMD00037654
PRJDB4107	SAMD00037656	DRX042878	DRR047590	447426	human oral metagenome	6df4f048ffa1bbaa4841bdd2c89ec357	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047590/DRR047590.fastq.gz	SAMD00037656
PRJDB4107	SAMD00037660	DRX042882	DRR047594	447426	human oral metagenome	50e14d865acbdac1f6a051dd9390759b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047594/DRR047594.fastq.gz	SAMD00037660
PRJDB4107	SAMD00039020	DRX043508	DRR048220	447426	human oral metagenome	1d55baafc11157fce65c9299bb78564a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048220/DRR048220.fastq.gz	SAMD00039020
PRJDB4107	SAMD00039022	DRX043510	DRR048222	447426	human oral metagenome	b7aa7a1708a7fd34e18ee315faa80dc5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048222/DRR048222.fastq.gz	SAMD00039022
PRJDB4107	SAMD00039023	DRX043511	DRR048223	447426	human oral metagenome	76db9cf8728d0fafaa1f539ae76a37f0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048223/DRR048223.fastq.gz	SAMD00039023
PRJDB4107	SAMD00039027	DRX043515	DRR048227	447426	human oral metagenome	0662919c63ffb8138d54d7561009daa0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048227/DRR048227.fastq.gz	SAMD00039027
PRJDB4107	SAMD00037662	DRX042884	DRR047596	447426	human oral metagenome	0c892a0935a07722a7937cbac0127f00	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047596/DRR047596.fastq.gz	SAMD00037662
PRJDB4107	SAMD00039030	DRX043518	DRR048230	447426	human oral metagenome	69ce453e97d3d31a8701d3863438b1fd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048230/DRR048230.fastq.gz	SAMD00039030
PRJDB4107	SAMD00039031	DRX043519	DRR048231	447426	human oral metagenome	8714ae098523e5a395f63a35b020de56	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048231/DRR048231.fastq.gz	SAMD00039031
PRJDB4107	SAMD00037665	DRX042887	DRR047599	447426	human oral metagenome	a26522df1a7cbc3be6e5f194d52a02db	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047599/DRR047599.fastq.gz	SAMD00037665
PRJDB4107	SAMD00039032	DRX043520	DRR048232	447426	human oral metagenome	cacbe776719323247a1b21f2503924ba	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048232/DRR048232.fastq.gz	SAMD00039032
PRJDB4107	SAMD00039038	DRX043526	DRR048238	447426	human oral metagenome	f897cae48981295c0ca0fcf335d53101	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048238/DRR048238.fastq.gz	SAMD00039038
PRJDB4107	SAMD00039040	DRX043528	DRR048240	447426	human oral metagenome	dc4ed45082acb2c94dda7f98bee20923	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048240/DRR048240.fastq.gz	SAMD00039040
PRJDB4107	SAMD00037667	DRX042889	DRR047601	447426	human oral metagenome	d22e260cc26e196869907dc8805801e7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047601/DRR047601.fastq.gz	SAMD00037667
PRJDB4107	SAMD00037669	DRX042891	DRR047603	447426	human oral metagenome	65f6c22d0171596d1fb2ddfab6a7f6b1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047603/DRR047603.fastq.gz	SAMD00037669
PRJDB4107	SAMD00037672	DRX042894	DRR047606	447426	human oral metagenome	f4a5c8c853d14aff11ed04f3b26ef913	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047606/DRR047606.fastq.gz	SAMD00037672
PRJDB4107	SAMD00037679	DRX042901	DRR047613	447426	human oral metagenome	9fc88d3181c16b66ac37eb2de699ca3e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047613/DRR047613.fastq.gz	SAMD00037679
PRJDB4107	SAMD00039043	DRX043531	DRR048243	447426	human oral metagenome	eef7a2c259934be2b1de0677a141f233	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048243/DRR048243.fastq.gz	SAMD00039043
PRJDB4107	SAMD00037682	DRX042904	DRR047616	447426	human oral metagenome	edb6d8f54e97889769ebd0e9ad1bb134	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047616/DRR047616.fastq.gz	SAMD00037682
PRJDB4107	SAMD00039049	DRX043537	DRR048249	447426	human oral metagenome	5fa2a1f3ec4a809a7678373fb2be1c72	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048249/DRR048249.fastq.gz	SAMD00039049
PRJDB4107	SAMD00037684	DRX042906	DRR047618	447426	human oral metagenome	764afb43d73e6f66cf511adced83d623	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047618/DRR047618.fastq.gz	SAMD00037684
PRJDB4107	SAMD00039051	DRX043539	DRR048251	447426	human oral metagenome	9110dda5cf816889cdf332fab7a6f0b0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048251/DRR048251.fastq.gz	SAMD00039051
PRJDB4107	SAMD00037685	DRX042907	DRR047619	447426	human oral metagenome	a3b73d32705c4fcef1b1c19e4035cea2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047619/DRR047619.fastq.gz	SAMD00037685
PRJDB4107	SAMD00039052	DRX043540	DRR048252	447426	human oral metagenome	3fc2737f21e2d568473753378bada0f3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048252/DRR048252.fastq.gz	SAMD00039052
PRJDB4107	SAMD00037690	DRX042912	DRR047624	447426	human oral metagenome	a7d86315781873ad9c055240e10e8a1d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047624/DRR047624.fastq.gz	SAMD00037690
PRJDB4107	SAMD00039053	DRX043541	DRR048253	447426	human oral metagenome	b6d40a8a6982f2efb2c2a22a185b9b3f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048253/DRR048253.fastq.gz	SAMD00039053
PRJDB4107	SAMD00037698	DRX042920	DRR047632	447426	human oral metagenome	c2996054fc86c95002b406313474846d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047632/DRR047632.fastq.gz	SAMD00037698
PRJDB4107	SAMD00039055	DRX043543	DRR048255	447426	human oral metagenome	925f3652ea76a0342208d8e675be7101	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048255/DRR048255.fastq.gz	SAMD00039055
PRJDB4107	SAMD00037699	DRX042921	DRR047633	447426	human oral metagenome	53b114c15edd5aa209ee13db4d3bd50b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047633/DRR047633.fastq.gz	SAMD00037699
PRJDB4107	SAMD00037703	DRX042925	DRR047637	447426	human oral metagenome	96bce0a9d04dcb34a24d1bd516d32a5b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047637/DRR047637.fastq.gz	SAMD00037703
PRJDB4107	SAMD00037716	DRX042938	DRR047650	447426	human oral metagenome	1f620d5989f6e197fe3368d1c81855ae	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047650/DRR047650.fastq.gz	SAMD00037716
PRJDB4107	SAMD00039056	DRX043544	DRR048256	447426	human oral metagenome	5f8ff5ea27ad96d52f1e9c879033374c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048256/DRR048256.fastq.gz	SAMD00039056
PRJDB4107	SAMD00039059	DRX043547	DRR048259	447426	human oral metagenome	a294dbc471cb9ddbb4a287e2ca273831	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048259/DRR048259.fastq.gz	SAMD00039059
PRJDB4107	SAMD00039063	DRX043551	DRR048263	447426	human oral metagenome	7693be63d943eba80f65366ea9877989	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048263/DRR048263.fastq.gz	SAMD00039063
PRJDB4107	SAMD00039067	DRX043555	DRR048267	447426	human oral metagenome	aba00978cb4ac6717e4bcd469c4782f2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048267/DRR048267.fastq.gz	SAMD00039067
PRJDB4107	SAMD00039068	DRX043556	DRR048268	447426	human oral metagenome	e64003189a7ead93fce4ba031a7a6a4d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048268/DRR048268.fastq.gz	SAMD00039068
PRJDB4107	SAMD00037720	DRX042942	DRR047654	447426	human oral metagenome	2edd5c82c330608b16565f17467c5f07	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047654/DRR047654.fastq.gz	SAMD00037720
PRJDB4107	SAMD00039073	DRX043561	DRR048273	447426	human oral metagenome	c01c561eb0166f89423c408bd9db5aed	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048273/DRR048273.fastq.gz	SAMD00039073
PRJDB4107	SAMD00037725	DRX042947	DRR047659	447426	human oral metagenome	c71a4b5d1b4da70cf778170cd584b841	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047659/DRR047659.fastq.gz	SAMD00037725
PRJDB4107	SAMD00039074	DRX043562	DRR048274	447426	human oral metagenome	483133ce8e0a2865ee6e5599d2bcfe40	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048274/DRR048274.fastq.gz	SAMD00039074
PRJDB4107	SAMD00039075	DRX043563	DRR048275	447426	human oral metagenome	3ba43d203ebd7bc89767ba76d00fa835	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048275/DRR048275.fastq.gz	SAMD00039075
PRJDB4107	SAMD00037726	DRX042948	DRR047660	447426	human oral metagenome	2b255c865301fdbea062a859a1b1e2bc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047660/DRR047660.fastq.gz	SAMD00037726
PRJDB4107	SAMD00039077	DRX043565	DRR048277	447426	human oral metagenome	1d220ebbd395219aa53bb584da7db057	ftp.sra.ebi.ac.uk/vol1/fastq/DRR048/DRR048277/DRR048277.fastq.gz	SAMD00039077
PRJDB4107	SAMD00037727	DRX042949	DRR047661	447426	human oral metagenome	92adf9a0840d80a5e42e8322ddbc2d6f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR047/DRR047661/DRR047661.fastq.gz	SAMD00037727
